0.90 ,67,-48.000,-6.621
0.90 ,68,-46.000,-5.980
0.90 ,69,-44.000,-5.391
0.90 ,70,-42.000,-4.856
0.90 ,71,-40.000,-4.373
0.90 ,72,-38.000,-3.939
0.90 ,73,-36.000,-3.550
0.90 ,74,-34.000,-3.200
0.90 ,75,-32.000,-2.884
0.90 ,76,-30.000,-2.598
0.90 ,77,-28.000,-2.337
0.90 ,78,-26.000,-2.099
0.90 ,79,-24.000,-1.881
0.90 ,80,-22.000,-1.681
0.90 ,81,-20.000,-1.498
0.90 ,82,-18.000,-1.332
0.90 ,83,-16.000,-1.181
0.90 ,84,-14.000,-1.046
0.90 ,85,-12.000,-0.926
0.90 ,86,-10.000,-0.820
0.90 ,87,-8.000,-0.728
0.90 ,88,-6.000,-0.649
0.90 ,89,-4.000,-0.582
0.90 ,90,-2.000,-0.528
0.90 ,91,0.000,-0.487
0.90 ,92,2.000,-0.458
0.90 ,93,4.000,-0.444
0.90 ,94,6.000,-0.444
0.90 ,95,8.000,-0.460
0.90 ,96,10.000,-0.494
0.90 ,97,12.000,-0.547
0.90 ,98,14.000,-0.620
0.90 ,99,16.000,-0.713
0.90 ,100,18.000,-0.828
0.90 ,101,20.000,-0.964
0.90 ,102,22.000,-1.120
0.90 ,103,24.000,-1.297
0.90 ,104,26.000,-1.493
0.90 ,105,28.000,-1.708
0.90 ,106,30.000,-1.942
0.90 ,107,32.000,-2.196
0.90 ,108,34.000,-2.471
0.90 ,109,36.000,-2.771
0.90 ,110,38.000,-3.099
0.90 ,111,40.000,-3.460
0.90 ,112,42.000,-3.858
0.90 ,113,44.000,-4.298
0.90 ,114,46.000,-4.783
0.90 ,115,48.000,-5.316
0.90 ,116,50.000,-5.896
0.90 ,117,52.000,-6.517
0.90 ,118,54.000,-7.170
0.90 ,119,56.000,-7.840
0.90 ,120,58.000,-8.510
0.90 ,121,60.000,-9.159
0.90 ,122,62.000,-9.772
0.90 ,123,64.000,-10.339
0.90 ,124,66.000,-10.863
0.90 ,125,68.000,-11.362
0.90 ,126,70.000,-11.861
0.90 ,127,72.000,-12.394
0.90 ,128,74.000,-12.996
0.90 ,129,76.000,-13.703
0.90 ,130,78.000,-14.546
0.90 ,131,80.000,-15.556
0.90 ,132,82.000,-16.750
0.90 ,133,84.000,-18.119
0.90 ,134,86.000,-19.585
0.90 ,135,88.000,-20.918
0.90 ,136,90.000,-21.720
0.90 ,137,92.000,-21.704
0.90 ,138,94.000,-21.055
0.90 ,139,96.000,-20.198
0.90 ,140,98.000,-19.434
0.90 ,141,100.000,-18.895
0.90 ,142,102.000,-18.627
0.90 ,143,104.000,-18.641
0.90 ,144,106.000,-18.942
0.90 ,145,108.000,-19.526
0.90 ,146,110.000,-20.371
0.90 ,147,112.000,-21.394
0.90 ,148,114.000,-22.358
0.90 ,149,116.000,-22.802
0.90 ,150,118.000,-22.319
0.90 ,151,120.000,-21.069
0.90 ,152,122.000,-19.543
0.90 ,153,124.000,-18.079
0.90 ,154,126.000,-16.808
0.90 ,155,128.000,-15.761
0.90 ,156,130.000,-14.932
0.90 ,157,132.000,-14.307
0.90 ,158,134.000,-13.873
0.90 ,159,136.000,-13.617
0.90 ,160,138.000,-13.528
0.90 ,161,140.000,-13.599
0.90 ,162,142.000,-13.820
0.90 ,163,144.000,-14.182
0.90 ,164,146.000,-14.664
0.90 ,165,148.000,-15.232
0.90 ,166,150.000,-15.827
0.90 ,167,152.000,-16.351
0.90 ,168,154.000,-16.677
0.90 ,169,156.000,-16.693
0.90 ,170,158.000,-16.364
0.90 ,171,160.000,-15.762
0.90 ,172,162.000,-15.007
0.90 ,173,164.000,-14.211
0.90 ,174,166.000,-13.451
0.90 ,175,168.000,-12.768
0.90 ,176,170.000,-12.181
0.90 ,177,172.000,-11.697
0.90 ,178,174.000,-11.316
0.90 ,179,176.000,-11.037
0.90 ,180,178.000,-10.856
0.90 ,181,180.000,-10.767
